,T0,T1,T2,C_3
T0,-0.77,-1.07,0.0,-0.2
T1,0.18,-2.03,-0.31,0.35
T2,-0.06,0.48,-2.3,0.12
C_3,-1.07,-0.08,0.03,-0.17
