,T0,T1,T2,A_1
T0,-0.88,-0.76,0.37,-0.0
T1,-0.0,-1.85,0.0,-0.15
T2,-0.58,0.47,-2.1,-0.59
A_1,-0.48,-0.15,-0.04,-2.14
