,T0,T1,T2,A_0
T0,-0.88,-0.73,0.25,0.14
T1,-0.0,-1.83,-0.13,-0.27
T2,-0.42,0.53,-2.16,-0.28
A_0,-0.09,-0.24,-0.9,-2.44
