,T0,T1,T2,C_2
T0,-0.82,-0.77,0.29,-0.54
T1,0.05,-1.87,-0.0,-0.0
T2,-0.4,0.38,-2.2,0.22
C_2,-0.26,0.27,-0.27,-1.59
