,T0,T1,T2,E_1
T0,-0.88,-0.79,0.08,0.48
T1,0.03,-1.86,-0.23,0.09
T2,-0.18,0.56,-2.21,-0.55
E_1,-0.0,-0.87,-0.29,-2.55
