,T0,T1,T2,E_2
T0,-0.91,-0.74,0.2,0.5
T1,-0.01,-1.84,-0.15,-0.08
T2,-0.36,0.53,-2.18,-0.17
E_2,-0.13,-0.3,-0.3,-2.12
