,T0,T1,T2,B_2
T0,-0.85,-0.84,0.28,-0.23
T1,0.05,-1.88,0.01,0.08
T2,-0.43,0.4,-2.16,-0.0
B_2,-0.04,0.24,-0.59,-1.74
