,T0,T1,T2,C_0
T0,-0.79,0.0,0.04,-0.83
T1,-1.37,-1.73,-0.38,0.07
T2,-0.0,0.76,-2.14,-0.0
C_0,-0.05,0.04,-0.29,-1.67
