,T0,T1,T2,E_3
T0,-0.96,-0.0,0.24,0.6
T1,-1.96,-1.69,-0.0,-0.16
T2,-0.45,0.63,-2.05,0.3
E_3,-0.8,-0.0,-0.0,-1.73
