,T0,T1,T2,B_0
T0,-0.86,-0.06,0.0,-0.0
T1,-1.44,-1.74,-0.05,0.0
T2,-0.01,0.64,-2.11,-0.06
B_0,-0.19,0.54,-0.29,-1.67
