,T0,T1,T2,E_1
T0,-0.86,-0.05,-0.0,0.1
T1,-1.47,-1.72,-0.23,-0.03
T2,-0.04,0.71,-2.14,0.17
E_1,0.0,0.0,-0.0,-2.53
