,T0,T1,T2,D_0
T0,-0.86,-0.12,-0.0,0.07
T1,-1.49,-1.86,-0.23,0.72
T2,-0.02,0.67,-2.12,0.0
D_0,0.15,0.5,0.02,-1.38
