,T0,T1,T2,E_0
T0,-0.88,-0.14,-0.06,0.61
T1,-1.23,-1.71,-0.87,-0.2
T2,-0.04,0.88,-2.21,0.67
E_0,-0.48,-0.0,-0.74,-2.45
