,T0,T1,T2,C_2
T0,-0.83,-0.01,-0.0,-0.28
T1,-1.47,-1.74,-0.6,0.29
T2,0.0,0.83,-2.15,-0.06
C_2,-0.64,0.0,0.0,-1.6
