,T0,T1,T2,A_0
T0,-0.85,-0.01,0.0,-0.23
T1,-1.56,-1.7,-0.26,-0.27
T2,-0.01,0.74,-2.11,-0.37
A_0,-0.0,-0.27,-0.77,-2.4
