,T0,T1,T2,A_1
T0,-0.85,-0.0,0.0,-0.19
T1,-1.6,-1.71,-0.27,-0.0
T2,-0.01,0.75,-2.11,-0.36
A_1,0.01,-0.49,-0.72,-2.16
