,T0,T1,T2,E_1
T0,-0.73,-1.42,0.24,0.65
T1,-0.0,-2.12,-0.0,0.35
T2,-0.01,0.72,-2.13,0.75
E_1,-0.18,-1.05,-0.71,-2.25
