,T0,T1,T2,B_0
T0,-0.69,-1.1,0.33,-0.16
T1,-0.08,-2.06,-0.0,-0.0
T2,0.0,0.78,-2.07,0.03
B_0,0.0,0.36,-0.09,-1.67
