,T0,T1,T2,B_2
T0,-0.71,-1.17,0.33,0.03
T1,-0.08,-2.09,0.0,0.15
T2,-0.0,0.77,-2.06,-0.02
B_2,0.01,0.12,-0.18,-1.65
