,T0,T1,T2,E_2
T0,-0.74,-1.08,0.37,0.26
T1,-0.13,-2.06,0.0,0.07
T2,-0.09,0.78,-2.06,0.18
E_2,0.01,-0.41,-0.09,-2.01
