,T0,T1,T2,C_2
T0,-0.65,-0.98,0.4,-0.87
T1,-0.13,-2.09,-0.14,0.35
T2,-0.0,0.83,-2.07,0.0
C_2,0.02,-0.48,0.04,-1.69
