,T0,T1,T2,C_0
T0,-0.67,-1.42,0.02,0.0
T1,0.09,-2.09,-0.29,0.0
T2,0.3,0.93,-2.13,-0.52
C_0,-1.06,-0.0,0.5,-1.56
