,T0,T1,T2,A_1
T0,-0.73,-1.19,0.09,0.46
T1,0.05,-2.02,-0.31,-0.78
T2,0.25,0.91,-2.12,-0.7
A_1,-0.79,-0.54,0.11,-1.97
