,T0,T1,T2,E_1
T0,-0.84,-0.73,0.13,0.29
T1,-0.28,-1.94,0.0,-0.0
T2,-0.0,0.61,-2.13,0.27
E_1,-0.07,-0.49,-0.0,-2.46
