,T0,T1,T2,C_3
T0,-0.82,-0.48,-0.3,0.05
T1,-0.55,-2.02,0.65,0.15
T2,0.38,0.04,-2.1,-0.13
C_3,-0.95,0.04,0.14,-0.23
