,T0,T1,T2,C_1
T0,-0.79,-0.51,-0.61,0.01
T1,-0.46,-1.98,0.63,0.01
T2,0.54,0.06,-2.19,-0.12
C_1,-0.84,0.18,0.13,-1.76
