,T0,T1,T2,B_2
T0,-0.8,-0.97,-0.0,-0.0
T1,-0.14,-2.01,0.0,0.23
T2,0.19,0.61,-2.13,-0.19
B_2,-0.11,0.27,0.0,-1.62
