,T0,T1,T2,D_0
T0,-0.85,-1.74,-0.14,0.49
T1,-0.04,-2.19,0.0,0.76
T2,0.26,0.48,-2.16,-0.02
D_0,-0.22,0.24,0.17,-1.27
