,T0,T1,T2,A_1
T0,-0.85,-0.22,-0.0,0.08
T1,-0.87,-1.9,0.78,-0.34
T2,0.18,0.0,-2.01,-1.14
A_1,-0.27,-0.3,-0.13,-2.13
