,T0,T1,T2,A_1
T0,-0.83,-0.68,0.0,-0.0
T1,-0.51,-1.89,0.0,-0.19
T2,0.08,0.3,-2.05,-0.69
A_1,-0.1,-0.39,-0.5,-2.09
