,T0,T1,T2,C_0
T0,-0.82,-0.76,0.0,-0.01
T1,-0.46,-1.92,0.0,0.0
T2,0.04,0.28,-2.08,-0.08
C_0,-0.66,0.17,-0.0,-1.59
