,T0,T1,T2,C_1
T0,-0.8,-0.72,0.0,-0.29
T1,-0.46,-1.92,0.0,-0.0
T2,0.06,0.27,-2.09,-0.07
C_1,-0.57,-0.09,-0.0,-1.75
