,T0,T1,T2,B_2
T0,-0.83,-0.48,0.0,-0.08
T1,-0.79,-1.96,-0.23,0.67
T2,0.07,0.5,-2.06,-0.52
B_2,-0.0,-0.24,0.05,-1.61
