,T0,T1,T2,B_0
T0,-0.83,-0.74,-0.0,0.0
T1,-0.51,-1.96,-0.48,0.57
T2,0.11,0.63,-2.08,-0.83
B_0,-0.07,-0.1,0.47,-1.73
