,T0,T1,T2,E_3
T0,-0.82,-0.88,0.03,0.04
T1,-0.37,-1.94,0.0,-0.0
T2,0.01,0.24,-2.11,0.24
E_3,-0.0,-0.48,-0.0,-1.86
