,T0,T1,T2,A_0
T0,-0.93,0.01,0.07,-0.12
T1,-1.64,-1.74,-0.0,-0.0
T2,-0.0,0.8,-2.05,-0.47
A_0,0.21,-1.16,-0.73,-2.4
