,T0,T1,T2,C_0
T0,-0.87,-0.0,-0.37,-0.24
T1,-1.29,-1.78,-0.58,0.36
T2,0.37,1.02,-2.17,-0.56
C_0,-0.65,-0.02,0.34,-1.62
