,T0,T1,T2,E_1
T0,-0.93,-0.03,-0.0,0.24
T1,-1.47,-1.74,-0.23,-0.0
T2,0.02,0.88,-2.1,-0.0
E_1,-0.0,-0.03,0.58,-2.57
