,T0,T1,T2,C_1
T0,-0.87,-0.0,0.09,-0.66
T1,-1.34,-1.75,-0.17,-0.0
T2,-0.0,0.85,-2.09,-0.0
C_1,-0.17,0.37,-0.47,-1.82
