,T0,T1,T2,B_0
T0,-0.92,-0.08,0.0,0.0
T1,-1.37,-1.84,-0.3,0.6
T2,0.07,0.91,-2.09,-0.24
B_0,-0.36,0.0,0.0,-1.57
