,T0,T1,T2,B_1
T0,-0.87,-0.01,0.07,-0.16
T1,-1.43,-1.83,-0.24,0.22
T2,-0.0,0.85,-2.1,0.01
B_1,0.0,0.31,-0.31,-0.08
