,T0,T1,T2,C_2
T0,-0.87,-0.01,0.1,-0.54
T1,-1.35,-1.76,-0.05,0.0
T2,0.0,0.81,-2.08,-0.03
C_2,-0.66,0.33,-0.24,-1.64
