,T0,T1,T2,B_2
T0,-0.9,-0.02,0.06,-0.19
T1,-1.5,-1.84,-0.26,0.68
T2,0.03,0.92,-2.06,-0.32
B_2,-0.0,0.0,-0.05,-1.6
