,T0,T1,T2,E_0
T0,-0.96,-0.05,0.0,0.64
T1,-1.47,-1.75,-0.01,-0.01
T2,-0.06,0.77,-2.13,0.8
E_0,-0.66,-0.16,-0.35,-2.37
