,T0,T1,T2,C_1
T0,-0.78,-1.42,0.12,-0.15
T1,-0.04,-2.05,-0.0,0.08
T2,0.11,0.84,-2.09,-0.0
C_1,-0.43,0.0,0.0,-1.77
