,T0,T1,T2,A_0
T0,-0.84,-0.15,-0.06,0.0
T1,-1.26,-1.94,1.1,-0.59
T2,0.18,0.0,-1.95,-0.82
A_0,-0.19,-0.07,-0.27,-2.35
