,T0,T1,T2,A_1
T0,-0.81,-1.19,0.23,0.03
T1,-0.1,-1.98,-0.0,-0.54
T2,-0.0,0.88,-2.04,-0.25
A_1,0.21,-0.0,-0.99,-2.22
