,T0,T1,T2,B_0
T0,-0.79,-1.37,0.12,-0.0
T1,-0.08,-2.04,-0.0,0.13
T2,0.12,0.88,-2.07,-0.24
B_0,-0.08,0.25,-0.0,-1.75
