,T0,T1,T2,C_0
T0,-0.78,-1.37,0.12,-0.14
T1,-0.06,-2.05,-0.03,0.13
T2,0.12,0.89,-2.07,-0.24
C_0,-0.61,-0.0,0.2,-1.66
