,T0,T1,T2,E_3
T0,-0.81,-1.15,0.18,0.06
T1,-0.12,-1.97,-0.0,-0.42
T2,-0.0,0.88,-2.1,0.24
E_3,-0.07,-0.13,0.0,-1.86
