,T0,T1,T2,B_1
T0,-0.84,-0.44,-0.46,0.12
T1,-0.8,-2.04,1.04,0.04
T2,0.52,0.0,-1.96,-0.34
B_1,-0.19,0.17,0.14,-0.04
