,T0,T1,T2,E_2
T0,-0.82,-1.02,0.29,0.03
T1,-0.22,-1.97,0.0,-0.24
T2,-0.11,0.9,-2.04,0.0
E_2,0.02,-0.33,0.7,-2.27
