,T0,T1,T2,C_2
T0,-0.76,-1.17,0.26,-0.59
T1,-0.13,-2.03,0.0,0.13
T2,0.0,0.87,-2.05,-0.09
C_2,-0.36,0.0,-0.05,-1.7
