,T0,T1,T2,A_0
T0,-0.81,-0.36,0.0,0.0
T1,-0.91,-1.79,0.0,-0.23
T2,0.17,0.67,-2.09,-0.51
A_0,0.0,-0.22,-0.46,-2.44
