,T0,T1,T2,E_1
T0,-0.83,-0.29,0.03,0.15
T1,-1.03,-1.77,-0.01,-0.3
T2,0.07,0.67,-2.12,0.38
E_1,0.0,-0.01,0.0,-2.48
