,T0,T1,T2,B_2
T0,-0.8,-0.55,0.0,-0.0
T1,-0.68,-1.84,0.0,0.0
T2,0.19,0.66,-2.09,-0.22
B_2,-0.06,0.46,-0.2,-1.63
