,T0,T1,T2,E_0
T0,-0.82,-0.3,0.0,0.0
T1,-1.02,-1.79,-0.0,-0.04
T2,0.12,0.66,-2.12,0.28
E_0,0.14,-0.28,0.0,-2.62
