,T0,T1,T2,C_2
T0,-0.83,-0.16,-0.0,-0.0
T1,-1.3,-1.76,0.0,0.0
T2,0.12,0.68,-2.1,-0.03
C_2,-1.05,0.2,0.0,-1.55
