,T0,T1,T2,B_0
T0,-0.81,-0.46,0.0,-0.0
T1,-0.86,-1.9,-0.03,0.59
T2,0.18,0.67,-2.09,-0.22
B_0,-0.19,-0.0,0.02,-1.64
