,T0,T1,T2,C_0
T0,-0.73,-0.34,0.0,-0.64
T1,-0.82,-2.04,0.0,0.76
T2,0.24,1.0,-2.18,-0.06
C_0,-0.21,0.0,-0.32,-1.7
