,T0,T1,T2,E_3
T0,-0.78,-0.44,0.0,-0.01
T1,-0.69,-1.87,0.0,-0.67
T2,0.22,1.07,-2.21,0.15
E_3,-0.16,-0.71,0.0,-1.67
