,T0,T1,T2,A_1
T0,-0.75,-0.57,0.0,-0.34
T1,-0.61,-1.95,0.0,-0.0
T2,0.25,1.04,-2.16,-0.44
A_1,-0.47,-0.0,-0.56,-2.03
