,T0,T1,T2,C_3
T0,-0.61,-0.51,0.0,-0.58
T1,-0.55,-2.27,0.0,0.73
T2,0.32,0.99,-2.16,-0.16
C_3,-0.56,0.0,-0.34,-0.34
