,T0,T1,T2,A_0
T0,-0.78,-0.46,0.0,-0.01
T1,-0.76,-1.92,0.0,-0.1
T2,0.24,1.05,-2.15,-0.83
A_0,-0.08,-0.44,-0.65,-2.41
